symbol,name,industry,exchange,price,pe_ttm,pb,ps_ttm,turnover_rate,volume_ratio,market_cap_10k,circulating_cap_10k,dividend_yield_ttm,date,market_cap,circulating_cap,momentum_20d,momentum_60d,price_vs_ma120,price_vs_ma60,volatility_20d,pe_score,pb_score,ps_score,dividend_score,momentum_20d_score,momentum_60d_score,turnover_deviation,turnover_score,volume_ratio_deviation,volume_ratio_score,stability_score,total_score
002078.SZ,太阳纸业,造纸,SZSE,16.56,14.2049,1.5169,1.181,1.1153,1.12,4627750.1571,4599366.4313,2.4155,2026-03-09,462.77501571000005,459.93664313000005,5.544933078393877,7.184466019417468,,1.0369118061425753,32.91397072909783,85.2752880921895,74.39180537772087,79.449423815621,67.09346991037131,73.11139564660691,62.54801536491678,0.38470000000000004,77.14468629961587,0.07999999999999985,90.65300896286811,47.82330345710627,72.53201024327785
601369.SH,陕鼓动力,机械基件,SSE,12.1,21.0032,2.3739,2.0499,1.7208,1.29,2085404.1353,2064515.6633,3.5537,2026-03-09,208.54041353,206.45156633,13.08411214953271,29.828326180257502,,1.1494980841698597,42.13187414044859,63.572343149807935,44.686299615877076,55.63380281690141,82.84250960307298,89.75672215108835,91.101152368758,0.2208000000000001,86.23559539052496,0.09000000000000008,89.27656850192062,29.065300896286814,72.25992317541612
000932.SZ,华菱钢铁,普钢,SZSE,6.19,15.3101,0.7685,0.3328,1.0917,1.06,4241765.07,4241765.07,1.6188,2026-03-09,424.176507,424.176507,8.21678321678323,10.535714285714292,,1.052959854842368,55.799798036006024,82.13828425096031,95.90268886043533,96.73495518565942,49.10371318822023,80.92189500640204,71.51088348271448,0.4083000000000001,75.67221510883482,0.1399999999999999,82.01024327784891,11.779769526248401,72.19910371318821
002758.SZ,浙农股份,批发业,SZSE,10.81,12.8171,1.1722,0.1265,3.0597,1.29,560825.5014,560179.9552,2.7255,2026-03-09,56.082550139999995,56.01799552,6.607495069033531,8.425275827482448,,1.0494975809452922,36.5005563636768,89.43661971830986,85.97951344430217,99.29577464788733,72.85531370038413,76.82458386683739,66.38924455825864,1.5596999999999999,28.297055057618437,0.09000000000000008,89.27656850192062,40.07682458386683,72.00384122919334
601916.SH,浙商银行,银行,SSE,3.01,5.9265,0.466,1.2899,0.7076,0.92,8266855.4249,6484875.2249,5.1827,2026-03-09,826.68554249,648.48752249,2.3809523809523725,-2.272727272727282,,1.0013306719893547,12.445042154660154,98.65556978233035,99.29577464788733,76.24839948783611,94.62227912932138,61.4596670934699,32.3303457106274,0.7924,52.36875800256082,0.2799999999999999,57.74647887323944,98.71959026888604,71.83418693982074
600710.SH,苏美达,商贸代理,SSE,14.33,13.8176,2.2011,0.159,3.6558,1.2,1872571.9389,1872571.9389,2.575,2026-03-09,187.25719389,187.25719389,26.1443661971831,34.17602996254683,,1.2445177819271356,65.65853731404555,86.17157490396927,51.280409731113956,98.78361075544174,69.91037131882202,97.43918053777209,92.31754161331625,2.1558,21.959026888604356,0.0,99.58386683738796,5.569782330345703,71.78937259923175
002116.SZ,中国海诚,建筑工程,SZSE,11.05,15.0165,1.8566,0.7386,1.5139,0.99,514702.4241,509073.4569,2.8014,2026-03-09,51.47024241,50.90734569,2.4096385542168752,2.982292637465056,,1.032244001930592,24.857064150628137,83.22663252240717,61.01152368758002,88.15620998719591,73.8156209987196,61.58770806658131,50.06402048655569,0.013900000000000023,99.23175416133162,0.20999999999999996,70.00640204865557,74.19974391805378,71.71254801536492
002128.SZ,电投能源,煤炭开采,SZSE,33.27,14.7389,2.0028,2.449,1.5902,1.0,7457715.0112,7457715.0112,2.4046,2026-03-09,745.7715011199999,745.7715011199999,24.60674157303373,24.420344053851917,,1.1456217072414863,53.74691134410372,84.18693982074264,56.33802816901409,47.183098591549296,66.77336747759283,97.24711907810499,87.83610755441741,0.09020000000000006,94.87836107554418,0.19999999999999996,71.79897567221511,13.892445582586433,71.2676056338028
600233.SH,圆通速递,仓储物流,SSE,19.11,16.5218,1.9601,0.886,0.7441,1.15,6540540.1963,6540540.1963,1.8825,2026-03-09,654.05401963,654.05401963,13.885578069129911,9.764503159103954,,1.0964589329941763,34.52480964228541,78.36107554417413,57.68245838668374,85.08322663252241,55.953905249679906,91.0371318822023,69.97439180537772,0.7559,54.03329065300896,0.050000000000000044,93.854033290653,43.72599231754162,71.02112676056339
600039.SH,四川路桥,建筑工程,SSE,10.01,11.2506,1.7598,0.8012,0.3962,1.28,8704286.2356,8704286.2356,4.0921,2026-03-09,870.42862356,870.42862356,3.9460020768431914,5.368421052631578,,1.008005639192387,28.56845530805103,92.76568501920615,64.6606914212548,86.93982074263765,87.45198463508322,67.4775928297055,57.49039692701664,1.1038000000000001,38.92445582586428,0.08000000000000007,90.14084507042253,61.52368758002561,70.98591549295774
000544.SZ,中原环保,环境保护,SZSE,9.06,8.3252,0.9733,1.6803,1.3292,0.66,883064.1461,883064.1461,2.8698,2026-03-09,88.30641461,88.30641461,7.218934911242614,5.841121495327095,,1.06171875,24.70498256726734,97.24711907810499,92.12548015364916,64.7247119078105,74.77592829705506,78.74519846350833,58.64276568501921,0.17080000000000006,89.94878361075544,0.5399999999999999,10.371318822023042,74.32778489116518,70.96030729833547
601838.SH,成都银行,银行,SSE,16.91,5.3837,0.8451,3.0497,0.9078,0.96,7167194.187,7167194.187,5.2691,2026-03-09,716.7194187,716.7194187,5.16169154228856,-1.3418903150525074,,1.0372960372960374,18.36357637241631,99.29577464788733,95.07042253521126,37.06786171574904,95.00640204865557,72.34314980793854,35.46734955185659,0.5922,64.53265044814341,0.24,64.7887323943662,91.61331626120358,70.9090909090909
600015.SH,华夏银行,银行,SSE,6.83,3.9963,0.3541,1.1826,0.4156,0.77,10869896.1436,10509473.9804,5.9297,2026-03-09,1086.98961436,1050.94739804,6.220839813374801,-1.0144927536231974,,1.0202912983941241,13.783177672179942,99.93597951344431,99.80793854033291,79.3854033290653,96.79897567221511,75.60819462227913,36.555697823303454,1.0844,39.500640204865554,0.42999999999999994,26.85659411011524,97.82330345710628,70.83546734955185
600449.SH,宁夏建材,水泥,SSE,13.62,22.3029,0.8788,1.099,1.9925,1.2,651282.5792,651282.5792,1.5419,2026-03-09,65.12825792000001,65.12825792000001,5.255023183925811,5.255023183925811,,1.0530927835051545,28.449899676167217,59.28297055057619,94.49423815620999,81.04993597951344,46.60691421254802,72.53521126760563,57.36235595390525,0.49249999999999994,70.2944942381562,0.0,99.58386683738796,62.035851472471194,70.81946222791294
000726.SZ,鲁泰Ａ,纺织,SZSE,7.44,9.727,0.6334,1.0153,1.7503,0.89,608076.3485,438303.6343,2.6882,2026-03-09,60.80763485,43.83036343,-0.13422818791946067,4.347826086956519,,1.0133708655876146,26.16888936133809,95.64660691421255,97.95134443021767,82.26632522407171,71.95902688860436,48.84763124199744,54.86555697823303,0.25029999999999997,84.50704225352112,0.30999999999999994,50.736235595390525,69.33418693982074,70.79705505761844
600780.SH,通宝能源,火力发电,SSE,6.69,12.4731,0.9355,0.6878,2.1996,0.92,767010.1879,767010.1879,,2026-03-09,76.70101879,76.70101879,10.032894736842103,13.58234295415961,,1.1112341509329497,24.58114577535626,90.20486555697823,93.08578745198463,89.404609475032,2.0166453265044813,85.2112676056338,76.5685019206146,0.6996000000000002,57.87451984635083,0.2799999999999999,57.74647887323944,74.58386683738796,70.75864276568501
000027.SZ,深圳能源,火力发电,SZSE,7.07,18.2388,1.0274,0.7779,0.8827,0.84,3363474.6706,3363474.6706,2.1216,2026-03-09,336.34746706,336.34746706,6.636500754147812,6.156156156156167,,1.0468645887317687,19.70400102226999,72.59923175416134,90.39692701664532,87.06786171574905,61.20358514724712,77.01664532650449,59.53905249679897,0.6173,63.38028169014084,0.36,39.56466069142125,88.2202304737516,70.72663252240717
002081.SZ,金螳螂,装修装饰,SZSE,3.57,20.7261,0.6905,0.5582,1.2434,1.01,947950.557,944123.9454,2.8011,2026-03-09,94.7950557,94.41239454,-1.3812154696132617,8.841463414634143,,1.0022928267278086,30.323228291762742,64.91677336747759,97.31113956466069,91.90140845070422,73.75160051216389,41.35723431498079,67.66965428937259,0.25659999999999994,83.93085787451984,0.18999999999999995,73.75160051216389,56.33802816901409,70.54417413572342
600803.SH,新奥股份,供气供热,SSE,21.8,15.2416,2.913,0.5076,1.4871,1.19,6748811.5333,6696364.2213,5.5417,2026-03-09,674.8811533300001,669.63642213,13.778705636743215,0.4608294930875667,,1.0584408228001747,57.50418715410187,82.4583866837388,28.80921895006402,93.21382842509603,95.96670934699104,90.65300896286811,40.524967989756725,0.012899999999999912,99.35979513444302,0.010000000000000009,98.59154929577464,10.179257362355955,70.53457106274007
002746.SZ,仙坛股份,农业综合,SZSE,6.44,19.2893,1.2165,0.9856,3.1154,1.13,554186.9402,457031.4902,3.882,2026-03-09,55.41869402,45.70314902,1.5772870662460692,6.799336650082921,,1.0348983581969629,21.43545511240566,68.88604353393086,84.76312419974391,83.09859154929578,86.04353393085788,58.25864276568502,61.7157490396927,1.6154000000000002,27.592829705505764,0.07000000000000006,91.61331626120358,83.09859154929578,70.50576184379001
600713.SH,南京医药,医药商业,SSE,5.35,13.195,1.0051,0.1299,0.858,0.91,700278.735,690065.5979,3.1768,2026-03-09,70.0278735,69.00655979000001,-1.1090573012939142,3.082851637764916,,0.9851158508516187,19.361992400418593,88.0921895006402,91.0371318822023,99.10371318822023,78.61715749039692,43.34186939820743,50.44814340588989,0.642,62.22791293213829,0.2899999999999999,55.441741357234314,89.18053777208706,70.43854033290653
000543.SZ,皖能电力,火力发电,SZSE,8.69,8.253,1.1467,0.6717,2.3056,0.74,1969904.2346,1969904.2346,3.6709,2026-03-09,196.99042346000002,196.99042346000002,9.583858764186637,5.975609756097566,,1.045832915454819,29.6213875874752,97.37516005121638,87.06786171574905,89.75672215108835,83.80281690140845,84.25096030729834,59.02688860435339,0.8056000000000001,51.72855313700384,0.45999999999999996,20.742637644046084,58.51472471190781,70.39052496798975
600332.SH,白云山,中成药,SSE,25.17,13.7017,1.0795,0.5278,0.9049,0.98,4092115.8186,3538627.5186,3.1784,2026-03-09,409.21158185999997,353.86275186,0.2788844621513853,-2.6682134570765625,,0.9886354709471314,8.857983126074974,86.55569782330346,89.11651728553137,92.57362355953906,78.74519846350833,51.53649167733675,30.92189500640205,0.5951,64.27656850192062,0.21999999999999997,68.30985915492957,99.8719590268886,70.31370038412292
000928.SZ,中钢国际,建筑工程,SZSE,7.15,13.6649,1.2141,0.7214,2.5796,0.83,1025770.904,1025758.3558,4.1818,2026-03-09,102.5770904,102.57583558,7.843137254901977,7.680722891566272,,1.0670580041786888,28.898275362479453,86.81177976952625,84.82714468629962,88.66837387964148,88.66837387964148,80.08962868117798,63.76440460947504,1.0796000000000001,39.94878361075544,0.37,37.676056338028175,60.627400768245835,70.30089628681178
000900.SZ,现代投资,路桥,SZSE,4.28,17.6506,0.5833,0.9188,1.2078,0.86,649630.527,649601.637,3.5047,2026-03-09,64.9630527,64.9601637,1.904761904761898,-0.6960556844547439,,1.018643395477985,18.673357595131687,74.96798975672215,98.46350832266326,84.25096030729834,82.01024327784891,59.73111395646606,37.64404609475032,0.2922,82.13828425096031,0.33999999999999997,44.078104993597954,90.97311139564661,70.29449423815622
600526.SH,菲达环保,环境保护,SSE,5.87,18.2622,1.1666,1.1159,1.4661,0.88,521668.5671,512455.1912,1.7055,2026-03-09,52.16685671,51.24551912,3.7102473498233257,10.546139359698703,,1.060683631983135,30.52725295717988,72.53521126760563,86.17157490396927,80.60179257362356,51.984635083226635,66.96542893725992,71.57490396927017,0.03390000000000004,98.27144686299616,0.31999999999999995,48.46350832266325,55.761843790012804,70.16005121638923
000531.SZ,穗恒运Ａ,火力发电,SZSE,7.15,17.6405,1.0785,1.7991,2.9462,1.23,744601.9524,650468.0239,1.94,2026-03-09,74.46019523999999,65.04680239,15.322580645161299,8.497723823975733,,1.0737347950142664,30.880713459586072,75.03201024327785,89.18053777208706,61.651728553137005,57.234314980793854,92.38156209987196,66.51728553137004,1.4462000000000002,30.02560819462228,0.030000000000000027,95.77464788732394,54.289372599231754,70.15364916773369
600248.SH,陕建股份,建筑工程,SSE,3.64,12.287,0.471,0.0996,0.8545,0.89,1361263.6441,1348889.1001,2.4725,2026-03-09,136.12636440999998,134.88891001,3.116147308781869,-1.6216216216216273,,1.0097087378640779,21.80345451634544,90.52496798975672,99.23175416133162,99.48783610755441,68.11779769526248,64.8527528809219,34.571062740076826,0.6455,61.9078104993598,0.30999999999999994,50.736235595390525,82.202304737516,70.13444302176696
601918.SH,新集能源,煤炭开采,SSE,8.04,10.0893,1.2775,1.6874,4.6167,1.12,2082795.6072,2082795.6072,2.6119,2026-03-09,208.27956072,208.27956072,16.521739130434753,14.693295292439368,,1.1276560929427988,43.996822104741526,95.07042253521126,82.6504481434059,64.53265044814341,70.6786171574904,93.53393085787451,78.10499359795135,3.1167,13.508322663252244,0.07999999999999985,90.65300896286811,25.60819462227913,70.01600512163891
600894.SH,广日股份,运输设备,SSE,9.38,12.0233,0.9364,1.1199,0.6443,0.9,798874.3036,790869.4894,7.5031,2026-03-09,79.88743036,79.08694894,0.4282655246252709,2.8508771929824706,,0.9984742575311361,22.74142686771738,91.2932138284251,93.02176696542894,80.53777208706786,98.84763124199743,52.24071702944942,49.55185659411011,0.8557,49.61587708066582,0.29999999999999993,53.13700384122919,80.21766965428938,69.93597951344431
600987.SH,航民股份,纺织,SSE,7.73,10.8504,1.2242,0.7222,2.2048,0.95,789092.9888,789092.9888,5.1746,2026-03-09,78.90929888000001,78.90929888000001,5.601092896174875,7.063711911357351,,1.0383504600711935,55.3967798987574,93.79001280409732,84.60307298335468,88.5403329065301,94.49423815620999,73.4314980793854,62.29193341869398,0.7048000000000001,57.36235595390525,0.25,63.18822023047375,12.099871959026885,69.76632522407171
002367.SZ,康力电梯,运输设备,SZSE,8.29,16.6807,1.8276,1.5469,1.9807,1.51,661330.983,658709.4985,3.6188,2026-03-09,66.1330983,65.87094985,3.3665835411471168,12.789115646258487,,1.0575103646220898,25.307590572353746,77.78489116517285,62.099871959026885,68.95006402048656,83.61075544174136,65.68501920614597,74.90396927016644,0.4806999999999999,71.51088348271448,0.31000000000000005,49.647887323943664,72.79129321382842,69.72791293213828
600017.SH,日照港,港口,SSE,3.16,17.8511,0.6966,1.2394,1.4788,0.72,971906.6286,971906.6286,3.7658,2026-03-09,97.19066286,97.19066286,1.9354838709677358,4.290429042904309,,1.0275308909603296,24.701604025486173,74.13572343149808,97.1830985915493,77.78489116517285,84.89116517285531,59.859154929577464,54.609475032010245,0.021200000000000108,98.91165172855314,0.48,17.221510883482722,74.39180537772087,69.62227912932138
000600.SZ,建投能源,火力发电,SZSE,9.58,10.2946,1.4861,0.713,3.8514,0.95,1727498.5322,1044268.7392,2.4054,2026-03-09,172.74985322,104.42687391999999,13.238770685579194,17.114914425427873,,1.1058099268949595,42.104280738978424,94.68629961587708,75.54417413572344,88.73239436619718,66.83738796414853,89.88476312419974,81.62612035851473,2.3514,19.462227912932136,0.25,63.18822023047375,29.129321382842505,69.48463508322664
601101.SH,昊华能源,煤炭开采,SSE,8.65,26.4258,1.031,1.4482,2.6818,1.04,1245598.206,1245598.206,5.2948,2026-03-09,124.5598206,124.5598206,13.0718954248366,15.179760319573909,,1.1313104891446508,45.607802681303916,45.710627400768246,90.17285531370038,71.83098591549296,95.26248399487837,89.69270166453265,78.87323943661971,1.1818,35.85147247119079,0.15999999999999992,78.84122919334187,24.007682458386682,69.45262483994878
600820.SH,隧道股份,建筑工程,SSE,6.47,7.9738,0.6589,0.3372,0.789,0.85,2034230.1728,2034230.1728,4.6368,2026-03-09,203.42301728,203.42301728,-1.3719512195121908,0.9360374414976613,,0.9890949857317571,20.73509217409846,97.50320102432778,97.63124199743918,96.54289372599231,91.93341869398208,41.42125480153649,43.149807938540334,0.711,56.946222791293216,0.35,41.677336747759284,85.3393085787452,69.44302176696543
001338.SZ,永顺泰,啤酒,SZSE,12.88,19.4281,1.7359,1.542,2.005,1.08,646229.3142,646229.3142,2.3292,2026-03-09,64.62293142,64.62293142,1.4173228346456845,6.622516556291402,,1.0330307850659681,18.48418231680453,68.37387964148527,65.74903969270167,69.07810499359795,65.42893725992317,57.554417413572345,61.01152368758002,0.5049999999999999,69.52624839948784,0.11999999999999988,85.81946222791294,91.2291933418694,69.30537772087068
600866.SH,星湖科技,饲料,SSE,7.69,9.9736,1.5379,0.7687,2.8426,0.76,1277672.4417,965686.6102,4.9415,2026-03-09,127.76724417000001,96.56866102,8.157524613220811,11.935953420669577,,1.072499476999605,30.6742747446062,95.19846350832266,73.4955185659411,87.32394366197184,93.27784891165173,80.72983354673495,73.68758002560818,1.3426,32.010243277848915,0.43999999999999995,24.77592829705506,55.18565941101152,69.28937259923175
600886.SH,国投电力,水力发电,SSE,14.02,17.0493,1.6934,2.0783,0.8,1.42,11222300.9553,10450760.0754,3.2561,2026-03-09,1122.23009553,1045.07600754,9.105058365758744,1.0086455331411948,,1.0528687293481527,13.38265150921511,76.3124199743918,67.6696542893726,54.54545454545455,79.89756722151088,83.22663252240717,43.46991037131882,0.7,57.74647887323944,0.21999999999999997,68.30985915492957,98.14340588988476,69.26696542893727
600528.SH,中铁工业,运输设备,SSE,8.49,13.0546,0.7597,0.6606,0.8213,0.88,1886097.2982,1886097.2982,1.2203,2026-03-09,188.60972982,188.60972982,4.556650246305427,6.390977443609014,,1.0281769740029065,23.224531894439995,88.79641485275287,96.09475032010243,89.94878361075544,36.36363636363637,69.84635083226632,59.98719590268886,0.6787,59.28297055057619,0.31999999999999995,48.46350832266325,78.93725992317542,69.26376440460946
600784.SH,鲁银投资,综合类,SSE,7.41,23.9894,1.5347,1.5242,1.9184,1.08,500658.3373,500658.3373,0.8907,2026-03-09,50.06583373,50.06583373,6.618705035971217,13.824884792626735,,1.0530055421344322,23.16777294935119,53.0089628681178,73.6235595390525,69.65428937259924,24.743918053777207,76.88860435339309,77.01664532650449,0.4184000000000001,75.03201024327785,0.11999999999999988,85.81946222791294,79.19334186939821,69.19334186939821
000719.SZ,中原传媒,出版业,SZSE,12.89,9.776,1.0777,1.4104,1.232,0.79,1318909.6325,859953.1829,4.6548,2026-03-09,131.89096325,85.99531829,2.7091633466135523,5.829228243021345,,1.031035034394497,34.27844576730868,95.45454545454545,89.30857874519846,72.85531370038413,92.06145966709347,63.38028169014085,58.57874519846351,0.268,83.41869398207426,0.4099999999999999,31.04993597951345,44.686299615877076,69.17733674775928
601163.SH,三角轮胎,汽车配件,SSE,14.69,13.0358,0.857,1.1914,0.9045,1.11,1175200.0,1175200.0,3.6079,2026-03-09,117.52,117.52,-3.355263157894739,-0.06802721088434716,,0.9836833999241089,19.911007284297277,89.05249679897567,94.87836107554418,78.93725992317542,83.35467349551855,29.2573623559539,39.372599231754165,0.5955,64.21254801536492,0.08999999999999986,89.7247119078105,87.83610755441741,69.09411011523687
603218.SH,日月股份,电气设备,SSE,14.41,26.916,1.4525,2.3321,1.331,1.06,1484721.7413,1481400.2363,2.4023,2026-03-09,148.47217413,148.14002363,8.102025506376599,11.188271604938272,,1.0631678614905993,31.665176808917188,44.366197183098585,76.82458386683739,49.35979513444302,66.70934699103714,80.60179257362356,72.66325224071703,0.16900000000000004,90.14084507042253,0.1399999999999999,82.01024327784891,51.600512163892446,69.0909090909091
605077.SH,华康股份,食品,SSE,16.35,19.8233,1.646,1.3532,1.6704,1.04,495486.6405,489567.123,4.2813,2026-03-09,49.54866405,48.9567123,4.272959183673475,5.962410887880765,,1.0474949814205785,42.824177292557884,67.22151088348272,69.46222791293214,74.64788732394366,89.82074263764405,68.95006402048655,58.9628681177977,0.1704000000000001,90.07682458386684,0.15999999999999992,78.84122919334187,27.912932138284248,68.98527528809218
600926.SH,杭州银行,银行,SSE,16.39,6.2434,0.8921,3.0622,0.4888,0.93,11881115.1762,11881115.1762,4.0268,2026-03-09,1188.11151762,1188.11151762,2.9522613065326775,3.799873337555426,,1.0392382723746922,16.44392282463862,98.46350832266326,94.30217669654289,36.811779769526254,87.00384122919334,64.27656850192062,53.0729833546735,1.0112,42.95774647887324,0.2699999999999999,59.60307298335467,94.68629961587708,68.98527528809218
601001.SH,晋控煤业,煤炭开采,SSE,17.62,15.2503,1.5687,2.2471,3.4492,1.38,2949059.4,2949059.4,4.2849,2026-03-09,294.90594,294.90594,23.130677847658987,20.519835841313274,,1.181493071077336,47.20709653209113,82.3943661971831,72.47119078104994,50.89628681177977,89.94878361075544,96.86299615877081,85.0192061459667,1.9491999999999998,23.94366197183099,0.17999999999999994,75.44814340588988,21.638924455825872,68.95646606914214
600919.SH,江苏银行,银行,SSE,10.47,5.6196,0.7715,2.2421,0.5258,0.92,19213836.7128,19213836.7128,5.2082,2026-03-09,1921.38367128,1921.38367128,3.972194637537241,-2.1495327102803663,,1.0161431205719647,15.431700154325398,99.03969270166453,95.71062740076825,51.08834827144687,94.81434058898847,67.5416133162612,32.58642765685019,0.9742,44.1101152368758,0.2799999999999999,57.74647887323944,96.54289372599231,68.92445582586427
600479.SH,千金药业,中成药,SSE,11.17,19.1011,1.8144,1.5127,2.2147,1.05,549798.5879,467472.4497,2.7403,2026-03-09,54.97985879,46.74724497,6.992337164750961,3.425925925925921,,1.0546358658022283,22.176129900597573,69.65428937259924,62.483994878361074,70.16645326504482,73.23943661971832,78.10499359795135,51.792573623559534,0.7147000000000001,56.59411011523687,0.1499999999999999,80.34571062740076,81.24199743918054,68.8572343149808
002608.SZ,江苏国信,火力发电,SZSE,8.22,8.7598,0.8893,0.9115,0.6166,0.85,3105581.5167,3105581.5167,1.2165,2026-03-09,310.55815167000003,310.55815167000003,8.730158730158744,4.0506329113924044,,1.058482669814358,21.884126602190808,96.9270166453265,94.36619718309859,84.50704225352112,36.23559539052496,82.1382842509603,53.90524967989757,0.8834,48.52752880921894,0.35,41.677336747759284,81.94622279129321,68.82522407170295
603967.SH,中创物流,仓储物流,SSE,12.84,17.1987,1.9029,0.479,1.4767,0.78,445120.0556,445120.0556,4.6729,2026-03-09,44.51200556,44.51200556,1.5019762845849716,3.6319612590798966,,0.9959407399746619,25.069008696463996,75.92829705505761,59.090909090909086,93.72599231754161,92.18950064020487,57.874519846350836,52.368758002560824,0.0233000000000001,98.84763124199743,0.41999999999999993,29.097311139564667,73.4314980793854,68.76760563380282
